Place Name,Latitude,Longitude,Cost,Categories,Sub Places
Place_721,8.249547,80.345799,14541,"Wildlife, Adventure","Little Adam's Peak, Ruwanwelisaya Stupa, Mirissa Beach"
Place_722,7.478639,81.128715,5860,"Adventure, Wildlife, Beach",Polonnaruwa Ruins
Place_723,9.740684,80.540887,15862,Beach,"Temple of the Tooth, Polonnaruwa Ruins, Jaya Sri Maha Bodhi, Ambewela Farm"
Place_724,6.342852,80.571016,13266,Cultural,"Galle Fort, Gregory Lake, Pidurangala Rock, Dambulla Cave Temple, Yala National Park"
Place_725,6.484618,81.188347,12316,"Cultural, Beach","Gregory Lake, Nine Arches Bridge, Jungle Beach"
Place_726,6.082629,81.347422,13556,Wildlife,"Ambewela Farm, Udawalawe National Park"
Place_727,6.651226,80.855399,7433,Cultural,"Jungle Beach, Arugam Bay"
Place_728,7.655542,81.468596,19459,"Beach, Nature","Nine Arches Bridge, Horton Plains, Udawalawe National Park, Ruwanwelisaya Stupa"
Place_729,8.524918,80.319687,14010,"Cultural, Religious","Sigiriya Museum, Ambewela Farm, Temple of the Tooth, Jaya Sri Maha Bodhi"
Place_730,8.958231,81.731286,4068,"Beach, Nature, Religious","Adam's Peak, Horton Plains, Arugam Bay"
Place_731,7.288752,80.832139,13445,Nature,"Temple of the Tooth, Pidurangala Rock, Mirissa Beach, Ambewela Farm"
Place_732,7.884106,81.120985,13513,"Nature, Beach, Cultural","Jaya Sri Maha Bodhi, Adam's Peak, Sigiriya Museum"
Place_733,6.51536,79.920074,12981,"Adventure, Nature","Polonnaruwa Ruins, Arugam Bay, Ruwanwelisaya Stupa"
Place_734,8.523559,81.862721,14356,"Adventure, Beach, Nature","Jaya Sri Maha Bodhi, Gregory Lake, Udawalawe National Park, Ruwanwelisaya Stupa, Jungle Beach"
Place_735,6.779236,81.402568,7746,Nature,Ruwanwelisaya Stupa
Place_736,6.780811,81.72302,18495,"Beach, Adventure","Udawalawe National Park, Jaya Sri Maha Bodhi, Gregory Lake, Little Adam's Peak, Temple of the Tooth"
Place_737,7.807933,80.026922,19870,"Cultural, Wildlife, Adventure","Udawalawe National Park, Pidurangala Rock"
Place_738,6.046062,81.838908,2199,"Cultural, Adventure","Sigiriya Museum, Yala National Park"
Place_739,7.669285,80.1028,2766,Cultural,Udawalawe National Park
Place_740,6.911083,81.485898,12275,"Nature, Beach, Cultural","Ambewela Farm, Udawalawe National Park, Yala National Park, Adam's Peak, Dambulla Cave Temple"
Place_741,9.747058,79.879131,16890,"Wildlife, Beach","Yala National Park, Polonnaruwa Ruins, Haggala Garden, Dambulla Cave Temple, Ruwanwelisaya Stupa"
Place_742,9.763983,81.590124,17487,"Religious, Adventure, Wildlife","Dambulla Cave Temple, Adam's Peak, Horton Plains, Udawalawe National Park, Ruwanwelisaya Stupa"
Place_743,8.535412,80.463287,18800,"Beach, Religious","Dambulla Cave Temple, Gregory Lake, Mirissa Beach, Jaya Sri Maha Bodhi, Yala National Park"
Place_744,6.96822,80.480775,18461,"Wildlife, Adventure","Horton Plains, Ruwanwelisaya Stupa, Udawalawe National Park, Temple of the Tooth, Ambewela Farm"
Place_745,7.868536,80.875618,2806,"Nature, Wildlife","Temple of the Tooth, Galle Fort, Haggala Garden"
Place_746,8.961729,80.502742,12944,Nature,"Nine Arches Bridge, Ambewela Farm, Ruwanwelisaya Stupa, Temple of the Tooth, Arugam Bay"
Place_747,6.323731,80.413302,16670,Religious,"Ambewela Farm, Haggala Garden, Yala National Park, Little Adam's Peak, Ruwanwelisaya Stupa"
Place_748,7.793836,80.150951,13699,"Nature, Beach, Religious","Arugam Bay, Horton Plains, Udawalawe National Park, Nine Arches Bridge, Polonnaruwa Ruins"
Place_749,9.427646,80.987049,4111,"Wildlife, Beach, Nature","Mirissa Beach, Polonnaruwa Ruins, Dambulla Cave Temple, Ambewela Farm"
Place_750,9.430684,81.650526,19311,Cultural,"Adam's Peak, Jaya Sri Maha Bodhi, Horton Plains, Galle Fort"
Place_751,8.412508,81.34403,18451,Nature,"Polonnaruwa Ruins, Galle Fort, Dambulla Cave Temple, Mirissa Beach"
Place_752,7.129427,80.971126,4566,"Religious, Adventure, Nature","Yala National Park, Ambewela Farm"
Place_753,7.05566,81.749745,2876,"Cultural, Adventure",Udawalawe National Park
Place_754,7.138518,80.513873,6051,"Nature, Religious, Beach","Pidurangala Rock, Horton Plains, Arugam Bay, Gregory Lake"
Place_755,8.534986,79.728322,17408,"Adventure, Cultural, Nature","Haggala Garden, Galle Fort, Dambulla Cave Temple, Jungle Beach, Ambewela Farm"
Place_756,7.873677,81.463517,12755,"Nature, Wildlife, Beach","Mirissa Beach, Haggala Garden, Little Adam's Peak"
Place_757,8.522853,80.488938,18172,Nature,"Jaya Sri Maha Bodhi, Nine Arches Bridge, Arugam Bay, Gregory Lake, Ambewela Farm"
Place_758,8.2485,81.518644,2393,Cultural,Mirissa Beach
Place_759,7.996384,80.554674,16655,"Cultural, Adventure","Jaya Sri Maha Bodhi, Horton Plains, Gregory Lake, Little Adam's Peak, Arugam Bay"
Place_760,6.593095,80.244263,12507,Adventure,"Ambewela Farm, Udawalawe National Park, Galle Fort, Haggala Garden"
Place_761,6.629562,80.219964,4358,Beach,"Nine Arches Bridge, Galle Fort, Gregory Lake"
Place_762,8.674995,80.031057,19806,"Wildlife, Adventure, Nature","Jaya Sri Maha Bodhi, Pidurangala Rock, Sigiriya Museum"
Place_763,8.685945,81.46928,19965,Cultural,"Yala National Park, Adam's Peak, Ambewela Farm, Pidurangala Rock, Jaya Sri Maha Bodhi"
Place_764,9.329367,81.384926,17601,"Adventure, Beach, Religious","Ruwanwelisaya Stupa, Pidurangala Rock"
Place_765,8.434518,80.270403,15157,"Nature, Religious","Galle Fort, Sigiriya Museum, Ruwanwelisaya Stupa, Horton Plains"
Place_766,7.930637,80.663085,13530,"Cultural, Wildlife","Arugam Bay, Jungle Beach, Horton Plains, Dambulla Cave Temple"
Place_767,7.459784,81.258422,19566,"Beach, Nature","Horton Plains, Jaya Sri Maha Bodhi, Sigiriya Museum"
Place_768,6.648153,80.181091,12765,Beach,"Jungle Beach, Horton Plains, Ruwanwelisaya Stupa"
Place_769,6.85019,81.814473,13001,Adventure,"Dambulla Cave Temple, Haggala Garden"
Place_770,8.752659,79.972101,17967,"Wildlife, Religious, Beach","Ambewela Farm, Temple of the Tooth, Haggala Garden"
Place_771,9.770613,80.7845,13292,"Beach, Adventure","Adam's Peak, Temple of the Tooth, Ruwanwelisaya Stupa, Ambewela Farm, Mirissa Beach"
Place_772,8.934926,80.649337,19664,"Nature, Wildlife","Jungle Beach, Nine Arches Bridge"
Place_773,7.170597,80.69386,14709,Religious,"Sigiriya Museum, Yala National Park, Little Adam's Peak, Nine Arches Bridge"
Place_774,9.788805,81.829985,19625,"Adventure, Nature","Little Adam's Peak, Gregory Lake, Adam's Peak"
Place_775,6.255078,81.089853,14328,"Beach, Religious","Haggala Garden, Adam's Peak"
Place_776,7.123364,80.042353,13013,"Beach, Wildlife, Adventure","Horton Plains, Haggala Garden, Mirissa Beach"
Place_777,7.477764,81.231694,16373,"Nature, Cultural",Arugam Bay
Place_778,7.054155,80.859581,18451,Adventure,"Sigiriya Museum, Polonnaruwa Ruins, Nine Arches Bridge, Arugam Bay"
Place_779,8.138043,80.379777,6871,"Religious, Adventure, Beach",Little Adam's Peak
Place_780,9.211502,79.740867,5670,Adventure,"Nine Arches Bridge, Ambewela Farm"
Place_781,6.828395,80.273792,15606,"Religious, Adventure, Beach","Mirissa Beach, Yala National Park, Little Adam's Peak, Galle Fort"
Place_782,6.999308,80.225289,14588,"Wildlife, Beach, Cultural","Ambewela Farm, Temple of the Tooth, Haggala Garden, Gregory Lake"
Place_783,9.473211,80.337876,13470,"Beach, Nature","Ambewela Farm, Jaya Sri Maha Bodhi, Dambulla Cave Temple, Jungle Beach, Polonnaruwa Ruins"
Place_784,9.234446,80.798992,19266,Cultural,"Adam's Peak, Temple of the Tooth, Horton Plains, Sigiriya Museum"
Place_785,7.118857,81.032298,19186,"Nature, Adventure","Gregory Lake, Polonnaruwa Ruins, Galle Fort, Adam's Peak"
Place_786,6.953513,80.564126,7139,"Religious, Adventure, Wildlife",Polonnaruwa Ruins
Place_787,8.383403,81.191816,12819,"Wildlife, Adventure","Arugam Bay, Temple of the Tooth, Pidurangala Rock"
Place_788,6.847691,81.160262,8856,"Nature, Cultural",Dambulla Cave Temple
Place_789,9.574172,80.186164,3847,Cultural,Horton Plains
Place_790,8.010535,80.36526,19409,"Adventure, Wildlife, Nature","Nine Arches Bridge, Little Adam's Peak, Haggala Garden, Jungle Beach"
Place_791,6.715334,81.620806,17750,"Cultural, Beach, Wildlife","Horton Plains, Ambewela Farm, Little Adam's Peak, Mirissa Beach"
Place_792,6.928742,80.964249,9580,"Wildlife, Nature, Religious","Yala National Park, Arugam Bay"
Place_793,9.517719,81.387636,18980,"Beach, Wildlife, Nature","Horton Plains, Yala National Park, Pidurangala Rock, Galle Fort"
Place_794,5.932544,80.671071,13707,Cultural,"Ruwanwelisaya Stupa, Dambulla Cave Temple, Little Adam's Peak, Nine Arches Bridge"
Place_795,6.201491,80.106505,9331,"Religious, Nature, Beach","Haggala Garden, Arugam Bay"
Place_796,6.514413,80.597464,16659,Wildlife,"Haggala Garden, Sigiriya Museum, Jaya Sri Maha Bodhi, Adam's Peak, Ruwanwelisaya Stupa"
Place_797,6.184291,80.354006,8499,"Adventure, Beach",Polonnaruwa Ruins
Place_798,9.132814,79.892931,17331,"Beach, Adventure, Nature","Nine Arches Bridge, Gregory Lake"
Place_799,6.022351,81.227625,6338,"Cultural, Religious, Beach",Sigiriya Museum
Place_800,7.364731,81.352649,11572,Adventure,"Jaya Sri Maha Bodhi, Little Adam's Peak, Polonnaruwa Ruins, Galle Fort"
Place_801,9.573304,79.923201,8324,"Beach, Wildlife, Adventure",Dambulla Cave Temple
Place_802,8.981281,81.16401,15609,"Religious, Wildlife, Adventure","Arugam Bay, Dambulla Cave Temple, Haggala Garden, Jungle Beach"
Place_803,9.127929,79.997165,8332,"Beach, Cultural, Religious","Adam's Peak, Nine Arches Bridge"
Place_804,6.898679,81.539348,9574,Wildlife,"Little Adam's Peak, Polonnaruwa Ruins"
Place_805,9.794447,79.701349,13027,"Cultural, Beach","Sigiriya Museum, Horton Plains, Haggala Garden, Little Adam's Peak"
Place_806,7.310849,80.848185,12807,"Cultural, Beach, Wildlife","Gregory Lake, Adam's Peak, Ambewela Farm, Arugam Bay, Yala National Park"
Place_807,8.984864,81.590725,18520,"Beach, Wildlife","Mirissa Beach, Arugam Bay, Ambewela Farm, Ruwanwelisaya Stupa"
Place_808,8.584399,81.861601,14506,Nature,"Galle Fort, Ruwanwelisaya Stupa"
Place_809,8.088236,81.820109,12014,"Religious, Cultural","Pidurangala Rock, Sigiriya Museum"
Place_810,6.901606,81.307274,16067,Religious,"Horton Plains, Ambewela Farm, Udawalawe National Park"
Place_811,8.018912,81.797552,13300,"Nature, Wildlife","Nine Arches Bridge, Arugam Bay, Ambewela Farm"
Place_812,9.684965,80.389628,15476,"Cultural, Religious","Mirissa Beach, Nine Arches Bridge, Horton Plains"
Place_813,6.547371,80.587617,12256,Adventure,"Jaya Sri Maha Bodhi, Pidurangala Rock, Temple of the Tooth"
Place_814,7.815112,79.946709,15186,"Beach, Religious, Nature","Temple of the Tooth, Udawalawe National Park, Ambewela Farm, Gregory Lake, Pidurangala Rock"
Place_815,7.38382,80.466158,18630,"Nature, Adventure","Ambewela Farm, Temple of the Tooth, Pidurangala Rock"
Place_816,8.932603,81.642553,19127,"Religious, Cultural, Wildlife","Arugam Bay, Polonnaruwa Ruins, Temple of the Tooth"
Place_817,7.01747,81.331399,18947,"Religious, Wildlife","Temple of the Tooth, Jaya Sri Maha Bodhi, Udawalawe National Park, Jungle Beach, Sigiriya Museum"
Place_818,7.296734,80.014308,18162,"Religious, Cultural","Mirissa Beach, Ambewela Farm, Jungle Beach, Udawalawe National Park"
Place_819,8.858563,80.531778,15290,"Beach, Adventure","Ruwanwelisaya Stupa, Arugam Bay, Polonnaruwa Ruins, Gregory Lake, Jaya Sri Maha Bodhi"
Place_820,9.708413,80.789656,12687,"Religious, Cultural, Nature","Mirissa Beach, Ambewela Farm, Temple of the Tooth, Galle Fort, Yala National Park"
Place_821,6.158458,81.618246,8810,"Cultural, Adventure",Pidurangala Rock
Place_822,5.998838,80.252372,19995,Wildlife,"Galle Fort, Horton Plains, Jungle Beach, Adam's Peak, Arugam Bay"
Place_823,7.155151,79.744018,8232,Cultural,"Temple of the Tooth, Adam's Peak"
Place_824,8.866342,80.125435,16484,"Adventure, Cultural, Wildlife","Little Adam's Peak, Haggala Garden, Sigiriya Museum, Ambewela Farm, Mirissa Beach"
Place_825,5.945673,80.71494,14772,"Wildlife, Nature","Mirissa Beach, Udawalawe National Park, Jaya Sri Maha Bodhi, Temple of the Tooth, Ruwanwelisaya Stupa"
Place_826,6.95086,81.28207,19679,"Adventure, Nature","Sigiriya Museum, Mirissa Beach, Haggala Garden, Yala National Park"
Place_827,6.056236,80.042019,18392,"Religious, Nature","Dambulla Cave Temple, Little Adam's Peak, Adam's Peak"
Place_828,7.886137,80.607424,17282,"Beach, Nature, Religious","Pidurangala Rock, Yala National Park"
Place_829,9.595656,79.798197,2348,Nature,Sigiriya Museum
Place_830,6.432456,81.640412,17756,"Wildlife, Nature, Religious","Gregory Lake, Nine Arches Bridge, Ruwanwelisaya Stupa"
Place_831,6.581965,79.80127,4583,"Beach, Wildlife",Galle Fort
Place_832,6.105696,80.380664,13542,Adventure,"Jaya Sri Maha Bodhi, Gregory Lake"
Place_833,7.14365,81.444688,17492,"Beach, Cultural","Ruwanwelisaya Stupa, Arugam Bay, Jaya Sri Maha Bodhi"
Place_834,8.722337,81.431267,13472,"Religious, Wildlife, Beach","Arugam Bay, Galle Fort, Mirissa Beach, Pidurangala Rock"
Place_835,9.378996,80.253192,13228,"Adventure, Cultural, Religious","Sigiriya Museum, Jaya Sri Maha Bodhi, Udawalawe National Park, Yala National Park"
Place_836,7.525299,80.501356,18389,"Beach, Cultural, Wildlife","Adam's Peak, Haggala Garden, Yala National Park"
Place_837,5.963242,81.855469,14786,Religious,"Arugam Bay, Temple of the Tooth, Jungle Beach, Pidurangala Rock"
Place_838,9.338963,79.727268,15548,Nature,"Adam's Peak, Yala National Park, Haggala Garden"
Place_839,7.543725,79.772825,4925,"Religious, Beach",Mirissa Beach
Place_840,8.768227,81.33749,17760,"Wildlife, Adventure, Cultural","Dambulla Cave Temple, Ambewela Farm, Adam's Peak"
Place_841,7.215974,81.218348,15316,"Beach, Nature, Adventure","Galle Fort, Pidurangala Rock"
Place_842,9.663002,79.785288,12657,Adventure,"Arugam Bay, Adam's Peak"
Place_843,8.748729,81.365233,12287,"Nature, Cultural","Mirissa Beach, Dambulla Cave Temple, Adam's Peak, Gregory Lake"
Place_844,7.191657,81.466042,17613,"Adventure, Wildlife","Jungle Beach, Mirissa Beach, Jaya Sri Maha Bodhi, Nine Arches Bridge, Galle Fort"
Place_845,6.625851,81.79325,18706,"Adventure, Beach, Religious","Adam's Peak, Sigiriya Museum, Ambewela Farm, Galle Fort"
Place_846,9.271942,80.573186,2369,Wildlife,Jaya Sri Maha Bodhi
Place_847,7.263223,80.017422,19176,Wildlife,"Temple of the Tooth, Polonnaruwa Ruins, Ambewela Farm, Dambulla Cave Temple"
Place_848,6.582076,81.843166,9531,"Nature, Religious","Galle Fort, Gregory Lake"
Place_849,9.552639,79.891301,12325,Nature,"Yala National Park, Ruwanwelisaya Stupa, Nine Arches Bridge, Pidurangala Rock, Galle Fort"
Place_850,6.820856,80.244256,6021,"Nature, Wildlife",Yala National Park
Place_851,7.166791,81.191409,18133,Beach,"Ambewela Farm, Mirissa Beach"
Place_852,9.371316,81.226624,3328,"Wildlife, Beach, Cultural",Ambewela Farm
Place_853,9.617857,80.508183,16282,Nature,"Dambulla Cave Temple, Udawalawe National Park"
Place_854,9.418055,81.550659,16420,"Beach, Nature","Dambulla Cave Temple, Galle Fort, Sigiriya Museum, Yala National Park"
Place_855,9.754885,81.79382,14528,"Wildlife, Adventure, Nature","Dambulla Cave Temple, Udawalawe National Park, Jungle Beach"
Place_856,7.94682,80.270793,19316,Nature,"Jungle Beach, Nine Arches Bridge, Pidurangala Rock, Temple of the Tooth, Yala National Park"
Place_857,8.615006,81.572587,3592,Cultural,Adam's Peak
Place_858,9.441524,81.414684,18672,"Wildlife, Nature","Dambulla Cave Temple, Galle Fort, Nine Arches Bridge"
Place_859,6.323253,80.554864,17755,Beach,"Ruwanwelisaya Stupa, Nine Arches Bridge, Mirissa Beach"
Place_860,6.031705,80.518728,17811,"Cultural, Wildlife, Beach","Dambulla Cave Temple, Gregory Lake, Udawalawe National Park"
Place_861,6.110971,81.381125,18068,Religious,"Gregory Lake, Horton Plains, Galle Fort, Udawalawe National Park, Jaya Sri Maha Bodhi"
Place_862,8.487951,80.65846,8724,"Cultural, Wildlife",Nine Arches Bridge
Place_863,8.591387,81.006778,18105,"Nature, Adventure","Haggala Garden, Little Adam's Peak, Ambewela Farm"
Place_864,8.57817,81.598017,13700,"Beach, Religious","Mirissa Beach, Horton Plains"
Place_865,5.958126,80.870717,18395,"Cultural, Wildlife","Ambewela Farm, Sigiriya Museum, Horton Plains"
Place_866,7.17636,79.883765,2582,Beach,Temple of the Tooth
Place_867,9.379991,81.271309,2259,"Beach, Cultural, Adventure",Horton Plains
Place_868,8.633379,81.208375,3196,Beach,"Galle Fort, Ambewela Farm"
Place_869,6.822183,81.047109,9328,"Nature, Cultural","Horton Plains, Arugam Bay"
Place_870,8.206599,79.895591,19919,"Wildlife, Religious, Adventure","Horton Plains, Pidurangala Rock, Nine Arches Bridge, Haggala Garden"
Place_871,9.650964,80.892341,6093,"Religious, Adventure",Dambulla Cave Temple
Place_872,8.183111,80.815045,12201,Beach,"Ambewela Farm, Gregory Lake, Polonnaruwa Ruins, Dambulla Cave Temple"
Place_873,9.741056,81.139037,5772,Cultural,"Jungle Beach, Jaya Sri Maha Bodhi, Dambulla Cave Temple"
Place_874,7.71272,80.293729,12761,"Nature, Beach","Udawalawe National Park, Galle Fort, Ambewela Farm, Temple of the Tooth, Sigiriya Museum"
Place_875,9.318234,80.501713,16275,Cultural,"Jungle Beach, Ambewela Farm, Haggala Garden, Arugam Bay"
Place_876,8.867577,80.937023,15659,"Religious, Nature","Arugam Bay, Nine Arches Bridge"
Place_877,7.611831,81.126363,16080,"Beach, Wildlife, Nature","Pidurangala Rock, Temple of the Tooth, Horton Plains"
Place_878,8.133039,80.126203,18554,"Nature, Adventure, Cultural","Jungle Beach, Gregory Lake, Ambewela Farm, Adam's Peak, Little Adam's Peak"
Place_879,6.544813,79.78365,17130,"Cultural, Wildlife","Dambulla Cave Temple, Sigiriya Museum, Udawalawe National Park, Jaya Sri Maha Bodhi, Yala National Park"
Place_880,8.826963,81.701869,15593,"Adventure, Religious","Pidurangala Rock, Polonnaruwa Ruins, Gregory Lake, Sigiriya Museum"
Place_881,7.330051,81.691858,16249,"Beach, Adventure, Wildlife","Temple of the Tooth, Pidurangala Rock, Sigiriya Museum"
Place_882,6.185797,80.663476,19007,"Adventure, Beach, Wildlife","Adam's Peak, Polonnaruwa Ruins, Jungle Beach, Ambewela Farm"
Place_883,7.09694,79.702397,13825,"Nature, Wildlife, Cultural","Udawalawe National Park, Dambulla Cave Temple, Temple of the Tooth, Haggala Garden"
Place_884,9.501349,80.741444,16206,"Cultural, Religious","Mirissa Beach, Adam's Peak, Pidurangala Rock, Jungle Beach"
Place_885,9.09405,80.294041,17573,"Adventure, Beach, Nature","Gregory Lake, Horton Plains, Jungle Beach"
Place_886,6.360005,80.273014,16591,Nature,"Gregory Lake, Sigiriya Museum, Jaya Sri Maha Bodhi"
Place_887,7.979004,81.094566,17881,Wildlife,"Adam's Peak, Sigiriya Museum, Galle Fort, Ruwanwelisaya Stupa"
Place_888,6.681168,80.589419,6060,Wildlife,Jungle Beach
Place_889,8.960509,79.742137,16050,"Beach, Cultural, Nature","Adam's Peak, Sigiriya Museum, Nine Arches Bridge"
Place_890,8.83367,80.549049,15630,Wildlife,"Haggala Garden, Dambulla Cave Temple, Nine Arches Bridge"
Place_891,6.912796,80.58453,16604,"Wildlife, Adventure, Religious","Galle Fort, Ruwanwelisaya Stupa"
Place_892,7.577917,81.62495,13196,Nature,"Udawalawe National Park, Gregory Lake"
Place_893,7.199416,81.663391,3639,"Nature, Adventure, Beach",Ruwanwelisaya Stupa
Place_894,8.706353,79.798865,13831,Adventure,"Sigiriya Museum, Arugam Bay, Gregory Lake, Nine Arches Bridge, Horton Plains"
Place_895,9.37262,80.907708,16257,Beach,"Pidurangala Rock, Mirissa Beach"
Place_896,9.66466,80.961629,14604,"Wildlife, Cultural","Gregory Lake, Temple of the Tooth, Yala National Park"
Place_897,7.804019,80.011611,16632,"Adventure, Religious","Nine Arches Bridge, Dambulla Cave Temple"
Place_898,8.987599,80.989775,16387,Religious,"Dambulla Cave Temple, Adam's Peak, Temple of the Tooth, Galle Fort"
Place_899,9.633456,81.836409,6843,"Cultural, Wildlife",Polonnaruwa Ruins
Place_900,8.790913,80.128988,5536,"Adventure, Beach, Cultural",Dambulla Cave Temple
Place_901,5.958619,81.440705,17685,"Adventure, Beach, Religious","Sigiriya Museum, Adam's Peak"
Place_902,9.535242,81.191183,15589,Wildlife,"Pidurangala Rock, Adam's Peak"
Place_903,9.154264,80.943205,13657,"Nature, Beach, Cultural","Galle Fort, Little Adam's Peak, Horton Plains, Pidurangala Rock, Sigiriya Museum"
Place_904,7.319612,80.045699,15666,"Cultural, Adventure, Religious",Jaya Sri Maha Bodhi
Place_905,8.891072,80.545064,18480,"Religious, Cultural, Wildlife","Galle Fort, Haggala Garden, Ruwanwelisaya Stupa, Dambulla Cave Temple"
Place_906,6.65874,79.938963,17636,"Beach, Nature, Religious",Dambulla Cave Temple
Place_907,6.286876,81.443704,14726,"Adventure, Religious","Ruwanwelisaya Stupa, Gregory Lake, Jungle Beach, Polonnaruwa Ruins, Jaya Sri Maha Bodhi"
Place_908,8.708498,80.858559,15092,"Cultural, Wildlife, Beach",Horton Plains
Place_909,5.952903,80.805766,12515,"Nature, Adventure, Beach",Nine Arches Bridge
Place_910,7.960433,81.368917,16183,"Wildlife, Beach","Yala National Park, Galle Fort, Sigiriya Museum, Polonnaruwa Ruins"
Place_911,6.255749,80.651845,17407,Adventure,Dambulla Cave Temple
Place_912,8.720546,80.179652,15331,Cultural,Gregory Lake
Place_913,9.242596,80.442129,18184,"Nature, Beach","Horton Plains, Haggala Garden, Dambulla Cave Temple, Polonnaruwa Ruins, Jungle Beach"
Place_914,6.137761,81.409112,14531,"Religious, Cultural, Wildlife",Polonnaruwa Ruins
Place_915,6.892612,80.871963,13424,Wildlife,"Polonnaruwa Ruins, Ruwanwelisaya Stupa, Adam's Peak, Ambewela Farm, Jungle Beach"
Place_916,8.488524,80.955972,14665,Cultural,Polonnaruwa Ruins
Place_917,7.332692,80.005876,19029,Wildlife,"Mirissa Beach, Arugam Bay, Nine Arches Bridge, Ruwanwelisaya Stupa"
Place_918,7.425478,80.300613,14075,"Adventure, Beach","Horton Plains, Gregory Lake, Sigiriya Museum, Dambulla Cave Temple"
Place_919,8.020947,79.860602,14333,Nature,Jungle Beach
Place_920,9.743784,81.235698,19943,"Cultural, Wildlife, Beach","Pidurangala Rock, Arugam Bay"
Place_921,8.225763,81.204034,14040,"Adventure, Cultural","Pidurangala Rock, Polonnaruwa Ruins"
Place_922,6.836039,81.192882,13062,"Nature, Religious",Adam's Peak
Place_923,7.960878,79.943282,13468,Nature,"Temple of the Tooth, Yala National Park, Little Adam's Peak"
Place_924,9.384018,79.722052,14276,Beach,"Gregory Lake, Galle Fort, Yala National Park, Nine Arches Bridge"
Place_925,8.1535,81.117501,15099,"Cultural, Religious, Nature","Udawalawe National Park, Haggala Garden, Adam's Peak, Little Adam's Peak"
Place_926,9.099915,79.91142,16583,"Cultural, Adventure","Yala National Park, Pidurangala Rock, Jungle Beach, Polonnaruwa Ruins, Galle Fort"
Place_927,7.739825,80.250574,19602,"Wildlife, Religious, Beach","Little Adam's Peak, Haggala Garden"
Place_928,7.084685,80.478451,19589,"Religious, Nature, Beach","Ruwanwelisaya Stupa, Sigiriya Museum, Little Adam's Peak"
Place_929,7.928775,80.784936,13827,"Nature, Wildlife","Nine Arches Bridge, Ambewela Farm, Sigiriya Museum, Galle Fort, Haggala Garden"
Place_930,6.190955,80.062485,14567,Adventure,"Arugam Bay, Jungle Beach, Adam's Peak"
Place_931,8.103553,81.45056,15791,Beach,"Gregory Lake, Jungle Beach, Jaya Sri Maha Bodhi, Dambulla Cave Temple, Arugam Bay"
Place_932,6.588289,81.250394,13452,Religious,"Pidurangala Rock, Ambewela Farm, Sigiriya Museum, Polonnaruwa Ruins"
Place_933,7.425896,81.101284,16472,"Beach, Adventure, Wildlife","Sigiriya Museum, Dambulla Cave Temple"
Place_934,9.683726,81.477117,14613,Beach,"Mirissa Beach, Arugam Bay"
Place_935,7.366119,80.375193,19361,"Nature, Adventure",Ruwanwelisaya Stupa
Place_936,8.648922,80.986233,9316,Nature,Adam's Peak
Place_937,7.327428,79.742154,15347,"Adventure, Beach","Jaya Sri Maha Bodhi, Galle Fort, Mirissa Beach, Udawalawe National Park"
Place_938,7.005008,80.619819,19776,"Nature, Adventure, Cultural","Ruwanwelisaya Stupa, Haggala Garden, Ambewela Farm, Temple of the Tooth"
Place_939,6.906237,79.710725,6927,Wildlife,Sigiriya Museum
Place_940,9.09699,81.732318,6024,Cultural,Pidurangala Rock
Place_941,9.70466,80.992355,19163,"Wildlife, Adventure","Mirissa Beach, Arugam Bay, Yala National Park, Little Adam's Peak, Adam's Peak"
Place_942,6.930566,80.078265,14536,"Nature, Adventure, Religious","Arugam Bay, Yala National Park, Adam's Peak, Mirissa Beach"
Place_943,8.758485,81.1497,16415,"Cultural, Wildlife, Adventure","Dambulla Cave Temple, Jungle Beach, Pidurangala Rock, Mirissa Beach, Arugam Bay"
Place_944,7.33527,80.046191,7276,"Nature, Adventure",Gregory Lake
Place_945,9.096196,80.832737,4789,Beach,Ambewela Farm
Place_946,6.672981,81.615424,2948,Beach,Horton Plains
Place_947,9.228535,80.49596,12444,"Cultural, Nature","Nine Arches Bridge, Haggala Garden, Sigiriya Museum, Udawalawe National Park"
Place_948,7.166135,80.513666,17407,"Nature, Religious","Ambewela Farm, Arugam Bay, Gregory Lake, Pidurangala Rock"
Place_949,7.503834,80.599906,19938,"Beach, Religious","Jaya Sri Maha Bodhi, Dambulla Cave Temple, Adam's Peak, Ambewela Farm"
Place_950,8.061067,81.228284,8336,Religious,Haggala Garden
Place_951,7.483967,81.668572,5878,"Beach, Nature",Pidurangala Rock
Place_952,7.975252,81.121544,17332,"Beach, Wildlife, Nature","Nine Arches Bridge, Arugam Bay, Little Adam's Peak, Polonnaruwa Ruins, Ruwanwelisaya Stupa"
Place_953,8.035495,81.616949,9921,"Wildlife, Cultural, Beach",Ambewela Farm
Place_954,9.588021,80.482661,17127,Cultural,"Ambewela Farm, Dambulla Cave Temple, Jungle Beach, Ruwanwelisaya Stupa, Temple of the Tooth"
Place_955,8.055834,81.314177,13085,Cultural,"Pidurangala Rock, Jungle Beach, Adam's Peak, Nine Arches Bridge, Horton Plains"
Place_956,6.553039,80.718875,12287,"Beach, Wildlife","Udawalawe National Park, Jungle Beach, Haggala Garden"
Place_957,8.749745,81.203612,6077,"Religious, Nature",Adam's Peak
Place_958,7.572922,81.225776,13228,"Beach, Wildlife","Ruwanwelisaya Stupa, Jungle Beach, Galle Fort, Udawalawe National Park"
